url,status,final_url,redirect_count,title,description,lang,canonical,hreflang,h1_count,h1s,h2_count,robots,googlebot,json_ld_types,json_ld_errors,internal_link_count,external_link_count,image_count,images_without_alt,images_with_empty_alt,bytes,sha256
https://www.studioaether.com/packages,200,https://www.studioaether.com/packages,0,Photography Packages in Budapest | aether art space,"Book portrait, business, glamour, boudoir, model polaroid, pet, and creative photography packages in Budapest with the resident photographers at aether art space.",en,https://www.studioaether.com/packages,x-default=https://www.studioaether.com/packages; hu-hu=https://www.studioaether.com/hu/packages; en-us=https://www.studioaether.com/packages,1,all packages and services,7,,,LocalBusiness=1; ProfessionalService=1; Service=1,,22,5,5,0,0,809204,eee924f69658e543115396b9396afb26a70e20e4019711aa5f1539d42f2fd44c
https://www.studioaether.com/hu/packages,200,https://www.studioaether.com/hu/packages,0,Fotózás csomagok Budapesten | aether art space,"Foglalj portré, üzleti, glamour, boudoir, modell polaroid, kisállat és kreatív fotózás csomagokat Budapesten az aether art space rezidens csapatával.",hu,https://www.studioaether.com/hu/packages,x-default=https://www.studioaether.com/packages; hu-hu=https://www.studioaether.com/hu/packages; en-us=https://www.studioaether.com/packages,2,fotózás és kombinált csomagjaink | kiegészítő szolgáltatások,6,,,LocalBusiness=1; ProfessionalService=1; Service=1,,22,5,5,0,0,813372,297f3cce5f64b8529c371f7b2a344c71dad27028c8b551469d5d626aefa71641
https://www.studioaether.com/commercial-photography-budapest,200,https://www.studioaether.com/commercial-photography-budapest,0,Commercial Photography in Budapest | aether art space,"Discover Aether Art Space in Budapest – your partner for high-end commercial photography. Our professional studio delivers polished visuals for product launches, corporate campaigns, and social media, helping brands stand out and build trust.",en,https://www.studioaether.com/commercial-photography-budapest,x-default=https://www.studioaether.com/commercial-photography-budapest; hu-hu=https://www.studioaether.com/hu/commercial-photography-budapest; en-us=https://www.studioaether.com/commercial-photography-budapest,1,Commercial Photography in Budapest,12,,,LocalBusiness=1; ProfessionalService=1,,22,5,23,0,14,1027508,2ca1ecc68689bdd4bb715f71aa9b58ff75c19094b4208b2c0335d06ea4108e19
https://www.studioaether.com/hu/commercial-photography-budapest,200,https://www.studioaether.com/hu/commercial-photography-budapest,0,Reklámfotózás Budapesten | aether art space,"Professzionális reklámfotózás Budapesten termékbevezetésekhez, kampányokhoz, márkaépítéshez és közösségi média tartalmakhoz.",hu,https://www.studioaether.com/hu/commercial-photography-budapest,x-default=https://www.studioaether.com/commercial-photography-budapest; hu-hu=https://www.studioaether.com/hu/commercial-photography-budapest; en-us=https://www.studioaether.com/commercial-photography-budapest,1,Reklámfotózás Budapesten,12,,,LocalBusiness=1; ProfessionalService=1; Service=1,,22,5,23,0,14,1028813,03dc6176e8dde941f6efe1084c9d3603106288f1002423a90164aa4cac973c6c
https://www.studioaether.com/corporate-photography-budapest,200,https://www.studioaether.com/corporate-photography-budapest,0,Corporate Photography in Budapest: Headshots & Team Photos | aether,"Corporate headshots, team photos, and brand images in Budapest, shot in our studio or at your office. Professional photography for small and large teams.",en,https://www.studioaether.com/corporate-photography-budapest,x-default=https://www.studioaether.com/corporate-photography-budapest; hu-hu=https://www.studioaether.com/hu/corporate-photography-budapest; en-us=https://www.studioaether.com/corporate-photography-budapest,1,Corporate Photography in Budapest,11,,,LocalBusiness=1; ProfessionalService=1,,22,5,25,0,9,1069552,51c72ac088ea4bb77826b65d349385c2dbacd60ab4fb564dca5c23a96a95dfde
https://www.studioaether.com/hu/corporate-photography-budapest,200,https://www.studioaether.com/hu/corporate-photography-budapest,0,Vállalati fotózás Budapesten: céges portré és csapatfotó | aether,"Céges portrék, csapatfotók és arculati képek Budapesten, stúdióban vagy irodai helyszínen. Profi fotózás kis és nagy csapatoknak.",hu,https://www.studioaether.com/hu/corporate-photography-budapest,x-default=https://www.studioaether.com/corporate-photography-budapest; hu-hu=https://www.studioaether.com/hu/corporate-photography-budapest; en-us=https://www.studioaether.com/corporate-photography-budapest,1,Vállalati Fotózás Budapesten,11,,,LocalBusiness=1; ProfessionalService=1; Service=1,,22,5,25,0,9,1069736,550b5e40e2d8447c6071bd9620b6466effd4da5ec16b260c1e2c934cb115834c
https://www.studioaether.com/portrait-photography-budapest,200,https://www.studioaether.com/portrait-photography-budapest,0,"Portrait Photography in Budapest | Headshots, Dating & Creative Portraits | aether","Professional portrait photography in Budapest for headshots, dating photos, personal branding, lifestyle portraits, and creative studio images.",en,https://www.studioaether.com/portrait-photography-budapest,x-default=https://www.studioaether.com/portrait-photography-budapest; hu-hu=https://www.studioaether.com/hu/portrait-photography-budapest; en-us=https://www.studioaether.com/portrait-photography-budapest,1,Portrait Photography in Budapest,7,,,LocalBusiness=1; ProfessionalService=1,,22,5,27,0,22,1065462,9bb0aa7cd774d56a06a1e4802f38db0743339a91672868bdaee476a2174a39af
https://www.studioaether.com/hu/portrait-photography-budapest,200,https://www.studioaether.com/hu/portrait-photography-budapest,0,Portréfotózás Budapesten | üzleti és lifestyle portré | aether,"Professzionális portréfotózás Budapesten üzleti portrékhoz, lifestyle képekhez, társkereső profilfotókhoz és kreatív személyes képekhez.",hu,https://www.studioaether.com/hu/portrait-photography-budapest,x-default=https://www.studioaether.com/portrait-photography-budapest; hu-hu=https://www.studioaether.com/hu/portrait-photography-budapest; en-us=https://www.studioaether.com/portrait-photography-budapest,1,Portré Fotózás Budapesten,8,,,LocalBusiness=1; ProfessionalService=1,,22,5,27,0,22,1066201,f6cfe518124e599302dcdb80c4ad96d7437e06c97e52ecad1450bddb874c10cf
https://www.studioaether.com/fitness,200,https://www.studioaether.com/fitness,0,Fitness & Yoga Photography in Budapest | Athlete Branding Photos | aether,"Fitness and yoga photoshoots in Budapest for trainers, athletes, instructors, and wellness brands. Studio or on-location images for marketing and personal branding.",en,https://www.studioaether.com/fitness,x-default=https://www.studioaether.com/fitness; hu-hu=https://www.studioaether.com/hu/fitness; en-us=https://www.studioaether.com/fitness,1,Fitness and Yoga Photoshoot in Budapest,7,,,LocalBusiness=1; ProfessionalService=1,,22,5,33,0,21,1096342,1692138d2ad61f069e67bde2d7897b8f1cc798df2c4b1b49f1c51004293315da
https://www.studioaether.com/hu/fitness,200,https://www.studioaether.com/hu/fitness,0,Fitness és jóga fotózás Budapesten | aether art space,"Fitness, jóga és mozgásfotózás Budapesten edzőknek, oktatóknak, márkáknak és sportolóknak kreatív stúdiókörnyezetben.",hu,https://www.studioaether.com/hu/fitness,x-default=https://www.studioaether.com/fitness; hu-hu=https://www.studioaether.com/hu/fitness; en-us=https://www.studioaether.com/fitness,1,Fitness és Jóga Fotózás Budapesten,8,,,LocalBusiness=1; ProfessionalService=1,,22,5,33,0,21,1096910,42e74cc2872e9b18174840a8aa9736b08ed832538b6cec2ae7ca86419e73034c
https://www.studioaether.com/glamour-boudoir-photography-budapest,200,https://www.studioaether.com/glamour-boudoir-photography-budapest,0,"Glamour, Boudoir & Fine Art Nude Photography | aether art space","Professional glamour, boudoir, and fine art nude photography in Budapest with elegant, confidence-led portraits in a private creative studio.",en,https://www.studioaether.com/glamour-boudoir-photography-budapest,x-default=https://www.studioaether.com/glamour-boudoir-photography-budapest; hu-hu=https://www.studioaether.com/hu/glamour-boudoir-photography-budapest; en-us=https://www.studioaether.com/glamour-boudoir-photography-budapest,1,"Glamour, Boudoir and Fine Art Photography in Budapest",7,,,LocalBusiness=1; ProfessionalService=1,,22,5,25,0,20,1082491,33fa7119de512bba038f7d729b87f10760e23ba7d5030ee43aa398c89f1adeef
https://www.studioaether.com/hu/glamour-boudoir-photography-budapest,200,https://www.studioaether.com/hu/glamour-boudoir-photography-budapest,0,"Glamour, Boudoir és Művészi Akt Fotózás | Aether Art Space","Professzionális glamour, boudoir és művészi akt fotózás Budapesten elegáns, önbizalomra építő portrékkal, privát kreatív stúdióban.",hu,https://www.studioaether.com/hu/glamour-boudoir-photography-budapest,x-default=https://www.studioaether.com/glamour-boudoir-photography-budapest; hu-hu=https://www.studioaether.com/hu/glamour-boudoir-photography-budapest; en-us=https://www.studioaether.com/glamour-boudoir-photography-budapest,1,"Glamour, Boudoir és Művészi Fotózás Budapesten",9,,,LocalBusiness=1; ProfessionalService=1,,22,5,25,0,20,1082204,780502fdf22e10ebdf78adeeeedfa9a3d6df44e75a437fc5fbae52ae8f5915ad
https://www.studioaether.com/model-polaroids-budapest,200,https://www.studioaether.com/model-polaroids-budapest,0,Model Polaroids in Budapest | aether art space,"At Aether Art Space in Budapest, we create agency-standard model polaroids, digitals, and full portfolio shoots. Perfect for aspiring and professional models ready to take the first or even next step in their career.",en,https://www.studioaether.com/model-polaroids-budapest,x-default=https://www.studioaether.com/model-polaroids-budapest; hu-hu=https://www.studioaether.com/hu/model-polaroids-budapest; en-us=https://www.studioaether.com/model-polaroids-budapest,1,Model Polaroids / Digitals and Portfolio Photoshoot in Budapest,6,,,LocalBusiness=1; ProfessionalService=1; Service=1,,22,5,19,0,13,1064388,5a8b9e68af331a9d56100d23773ba5ec29724a2b6b7407c59c3af21e85ae8fa8
https://www.studioaether.com/hu/model-polaroids-budapest,200,https://www.studioaether.com/hu/model-polaroids-budapest,0,Modell Polaroidok / Digitalok és Portfólió Építő Fotózás | Aether Art Space,"Modell polaroid és digitals fotózás Budapesten ügynökségi jelentkezéshez, portfóliófrissítéshez és professzionális bemutatkozó képekhez.",hu,https://www.studioaether.com/hu/model-polaroids-budapest,x-default=https://www.studioaether.com/model-polaroids-budapest; hu-hu=https://www.studioaether.com/hu/model-polaroids-budapest; en-us=https://www.studioaether.com/model-polaroids-budapest,1,Modell Polaroidok / Digitalok és Modell Portfólió Fotózás Budapesten,9,,,LocalBusiness=1; ProfessionalService=1,,22,5,19,0,13,1065395,69ebc56f94ef2fa86e011bab9e16d7ffeb7ad8d9d9c62b27afc0fd3bae684eac
https://www.studioaether.com/pet-photography-budapest,200,https://www.studioaether.com/pet-photography-budapest,0,Pet Photography in Budapest | aether art space,"Capture your pet’s unique personality at Aether Art Space in Budapest. Our professional pet photography studio offers a calm, pet-friendly environment with expert lighting, fresh water bowls, and a nearby park for walks — creating natural, heartfelt portraits you’ll cherish.",en,https://www.studioaether.com/pet-photography-budapest,x-default=https://www.studioaether.com/pet-photography-budapest; hu-hu=https://www.studioaether.com/hu/pet-photography-budapest; en-us=https://www.studioaether.com/pet-photography-budapest,1,Pet Photography in Budapest,7,,,LocalBusiness=1; ProfessionalService=1; Service=1,,22,5,19,0,14,1026507,82e5001567a4aa1e4f4ab6770a2add1b1297b21da95746482a4b071cef9a999a
https://www.studioaether.com/hu/pet-photography-budapest,200,https://www.studioaether.com/hu/pet-photography-budapest,0,Kisállat fotózás Budapesten | aether art space,"Kreatív kisállat fotózás Budapesten kutyákkal, macskákkal és más kedvencekkel, barátságos stúdióban profi világítással.",hu,https://www.studioaether.com/hu/pet-photography-budapest,x-default=https://www.studioaether.com/pet-photography-budapest; hu-hu=https://www.studioaether.com/hu/pet-photography-budapest; en-us=https://www.studioaether.com/pet-photography-budapest,1,Kisállat Fotózás Budapesten,7,,,LocalBusiness=1; ProfessionalService=1; Service=1,,22,5,19,0,14,1026101,e0816d841456ea0233c53fee1059f88840c7530a83396400b4c82aa5b072831d
https://www.studioaether.com/id-photo,200,https://www.studioaether.com/id-photo,0,Passport & ID Photo in Budapest | Fast Prints & Digital Copy | aether,"Professional passport, visa, ID, and document photos in Budapest. Fast studio session with high-quality prints and digital copies at aether art space.",en,https://www.studioaether.com/id-photo,x-default=https://www.studioaether.com/id-photo; hu-hu=https://www.studioaether.com/hu/id-photo; en-us=https://www.studioaether.com/id-photo,1,Quick ID or Passport photos,10,,,LocalBusiness=1; ProfessionalService=1,,22,6,5,0,0,804731,100ed97a164ad5c1402936de4301dafbc0c5083c8115ac470fac12789a4772c5
https://www.studioaether.com/hu/id-photo,200,https://www.studioaether.com/hu/id-photo,0,Igazolványkép Budapesten | aether art space,"Igazolványkép készítés Budapesten hivatalos dokumentumokhoz, önéletrajzhoz, LinkedInhez és professzionális profilképekhez.",hu,https://www.studioaether.com/hu/id-photo,x-default=https://www.studioaether.com/id-photo; hu-hu=https://www.studioaether.com/hu/id-photo; en-us=https://www.studioaether.com/id-photo,1,Gyors igazolvány- vagy útlevélkép készítés,10,,,FAQPage=1; LocalBusiness=1; ProfessionalService=1,,22,6,5,0,0,803442,77df9f2023dc752ba3e0ab0260ba664f0736e44f9972db52da2efbb2c1e8c5c7
https://www.studioaether.com/photographer-mentoring-budapest,200,https://www.studioaether.com/photographer-mentoring-budapest,0,Photography Mentoring in Budapest | aether art space,"Learn photography with Aether Art Space’s mentoring programs in Budapest. Professional guidance in digital and analogue photography, model shoots, gear and flexible classes tailored to your needs.",en,https://www.studioaether.com/photographer-mentoring-budapest,x-default=https://www.studioaether.com/photographer-mentoring-budapest; hu-hu=https://www.studioaether.com/hu/photographer-mentoring-budapest; en-us=https://www.studioaether.com/photographer-mentoring-budapest,1,Photography Mentoring in Budapest,12,,,LocalBusiness=1; ProfessionalService=1; Service=1,,22,5,33,0,25,1274359,7e1ddeae004430bc43a21ae81cd154998685cb049101432f2cb4626fc4e2f900
https://www.studioaether.com/hu/photographer-mentoring-budapest,200,https://www.studioaether.com/hu/photographer-mentoring-budapest,0,Fotós mentorálás Budapesten | aether art space,"Fotós mentorálás Budapesten kezdő és fejlődő fotósoknak technikai alapokhoz, stúdióvilágításhoz, portrézáshoz és portfólióépítéshez.",hu,https://www.studioaether.com/hu/photographer-mentoring-budapest,x-default=https://www.studioaether.com/photographer-mentoring-budapest; hu-hu=https://www.studioaether.com/hu/photographer-mentoring-budapest; en-us=https://www.studioaether.com/photographer-mentoring-budapest,1,Fotográfus Mentorálás Budapesten,12,,,LocalBusiness=1; ProfessionalService=1; Service=1,,22,5,33,0,25,1278306,defb3d8eaeb01f20e810efc87718279adda2bd6e19d1644e36f3b2ba12f2e758
https://www.studioaether.com/booking,200,https://www.studioaether.com/booking,0,Booking & Prices | aether art space Budapest,"Book a creative photo studio in Budapest for portraits, commercial shoots, self photo sessions, content creation, and private photo shoots.",en,https://www.studioaether.com/booking,x-default=https://www.studioaether.com/booking; hu-hu=https://www.studioaether.com/hu/booking; en-us=https://www.studioaether.com/booking,1,Booking & Prices,5,,,LocalBusiness=1; ProfessionalService=1; Service=1,,22,5,4,0,0,808066,fe1fc09c7a94e404e62a8382519aba77e4f5e608b62499e0b81e12e677ebbd16
https://www.studioaether.com/hu/booking,200,https://www.studioaether.com/hu/booking,0,Foglalás és árak | aether art space fotóstudió Budapest,"Foglalj kreatív fotóstúdiót Budapesten portré-, reklám-, szelfi-, tartalomkészítő és privát fotózásokhoz.",hu,https://www.studioaether.com/hu/booking,x-default=https://www.studioaether.com/booking; hu-hu=https://www.studioaether.com/hu/booking; en-us=https://www.studioaether.com/booking,1,Foglalás és árak,5,,,LocalBusiness=1; ProfessionalService=1,,22,5,4,0,0,807069,2b3fcb4f2047519c911b4854b52d2c0766f40a569b5a9d78508f354387711b5d
https://www.studioaether.com/faq,200,https://www.studioaether.com/faq,0,"Photo Studio FAQ in Budapest | Booking, Equipment & Photoshoots | aether","Answers about booking aether art space in Budapest, including studio rental, equipment, backdrops, props, pets, payments, rescheduling, and photoshoots.",en,https://www.studioaether.com/faq,x-default=https://www.studioaether.com/faq; hu-hu=https://www.studioaether.com/hu/faq; en-us=https://www.studioaether.com/faq,0,,29,,,FAQPage=1; LocalBusiness=1; ProfessionalService=1,,22,5,4,0,0,827731,88965b19b71de45233fe4601189371c732aff64f2ebfea51b04a51216572d962
https://www.studioaether.com/hu/faq,200,https://www.studioaether.com/hu/faq,0,GYIK | Aether Art Space,"Válaszok a foglalásról, stúdiófelszerelésről, hátterekről, kisállatokról, fizetésről és az aether art space budapesti fotóstúdió használatáról.",hu,https://www.studioaether.com/hu/faq,x-default=https://www.studioaether.com/faq; hu-hu=https://www.studioaether.com/hu/faq; en-us=https://www.studioaether.com/faq,0,,29,,,FAQPage=1; LocalBusiness=1; ProfessionalService=1,,22,5,4,0,0,827895,379f285ba94ca897e10484ff910b35a9077cdaf3b1eb5b39d3a672701f7b6af7
https://www.studioaether.com/privacy-policy,200,https://www.studioaether.com/privacy-policy,0,Privacy Policy | aether art space,"Privacy policy for aether art space, a creative photo studio in Budapest, covering website use, bookings, contact forms, and services.",en,https://www.studioaether.com/privacy-policy,x-default=https://www.studioaether.com/privacy-policy; hu-hu=https://www.studioaether.com/hu/privacy-policy; en-us=https://www.studioaether.com/privacy-policy,0,,6,,,LocalBusiness=1; ProfessionalService=1,,22,8,4,0,0,795536,05f72a677f93a81b3d6bb57189977ddf2753a6087ee1438754019021762053be
